rx	reversible	ECfreeE	ECfreeEsd	ECdir	SMfreeE	SMfreeEsd	SMdir
r_1554	0	NA	NA	NA	NA	NA	NA
r_1555	0	NA	NA	NA	NA	NA	NA
r_1556	0	NA	NA	NA	NA	NA	NA
r_1557	0	NA	NA	NA	NA	NA	NA
r_1558	0	NA	NA	NA	NA	NA	NA
r_1559	0	NA	NA	NA	NA	NA	NA
r_1560	0	NA	NA	NA	NA	NA	NA
r_1561	0	NA	NA	NA	NA	NA	NA
r_1562	0	NA	NA	NA	NA	NA	NA
r_1563	0	NA	NA	NA	NA	NA	NA
r_1564	0	NA	NA	NA	NA	NA	NA
r_1565	0	NA	NA	NA	NA	NA	NA
r_1566	0	NA	NA	NA	NA	NA	NA
r_1567	0	NA	NA	NA	NA	NA	NA
r_1568	0	NA	NA	NA	NA	NA	NA
r_1569	0	NA	NA	NA	NA	NA	NA
r_1570	0	NA	NA	NA	NA	NA	NA
r_1571	0	NA	NA	NA	NA	NA	NA
r_1572	0	NA	NA	NA	NA	NA	NA
r_1573	0	NA	NA	NA	NA	NA	NA
r_1574	0	NA	NA	NA	NA	NA	NA
r_1575	0	NA	NA	NA	NA	NA	NA
r_1576	0	NA	NA	NA	NA	NA	NA
r_1577	0	NA	NA	NA	NA	NA	NA
r_1578	0	NA	NA	NA	NA	NA	NA
r_1579	0	NA	NA	NA	NA	NA	NA
r_1580	0	NA	NA	NA	NA	NA	NA
r_1581	0	NA	NA	NA	NA	NA	NA
r_1582	0	NA	NA	NA	NA	NA	NA
r_1583	0	NA	NA	NA	NA	NA	NA
r_1584	0	NA	NA	NA	NA	NA	NA
r_1585	0	NA	NA	NA	NA	NA	NA
r_1586	0	NA	NA	NA	NA	NA	NA
r_1587	0	NA	NA	NA	NA	NA	NA
r_1588	0	NA	NA	NA	NA	NA	NA
r_1589	0	NA	NA	NA	NA	NA	NA
r_1590	0	NA	NA	NA	NA	NA	NA
r_1591	0	NA	NA	NA	NA	NA	NA
r_1592	0	NA	NA	NA	NA	NA	NA
r_1593	0	NA	NA	NA	NA	NA	NA
r_1594	0	NA	NA	NA	NA	NA	NA
r_1595	0	NA	NA	NA	NA	NA	NA
r_1596	0	NA	NA	NA	NA	NA	NA
r_1597	0	NA	NA	NA	NA	NA	NA
r_1598	0	NA	NA	NA	NA	NA	NA
r_1599	0	NA	NA	NA	NA	NA	NA
r_1600	0	NA	NA	NA	NA	NA	NA
r_1601	0	NA	NA	NA	NA	NA	NA
r_1602	0	NA	NA	NA	NA	NA	NA
r_1603	0	NA	NA	NA	NA	NA	NA
r_1604	0	NA	NA	NA	NA	NA	NA
r_1605	0	NA	NA	NA	NA	NA	NA
r_1606	0	NA	NA	NA	NA	NA	NA
r_1607	0	NA	NA	NA	NA	NA	NA
r_1608	0	NA	NA	NA	NA	NA	NA
r_1609	0	NA	NA	NA	NA	NA	NA
r_1610	0	NA	NA	NA	NA	NA	NA
r_1611	0	NA	NA	NA	NA	NA	NA
r_1612	0	NA	NA	NA	NA	NA	NA
r_1613	0	NA	NA	NA	NA	NA	NA
r_1614	0	NA	NA	NA	NA	NA	NA
r_1615	0	NA	NA	NA	NA	NA	NA
r_1616	0	NA	NA	NA	NA	NA	NA
r_1617	0	NA	NA	NA	NA	NA	NA
r_1618	0	NA	NA	NA	NA	NA	NA
r_1619	0	NA	NA	NA	NA	NA	NA
r_1620	0	NA	NA	NA	NA	NA	NA
r_1621	0	NA	NA	NA	NA	NA	NA
r_1622	0	NA	NA	NA	NA	NA	NA
r_1623	0	NA	NA	NA	NA	NA	NA
r_1624	0	NA	NA	NA	NA	NA	NA
r_1625	0	NA	NA	NA	NA	NA	NA
r_1626	0	NA	NA	NA	NA	NA	NA
r_1627	0	NA	NA	NA	NA	NA	NA
r_1628	0	NA	NA	NA	NA	NA	NA
r_1629	0	NA	NA	NA	NA	NA	NA
r_1630	0	NA	NA	NA	NA	NA	NA
r_1631	0	NA	NA	NA	NA	NA	NA
r_1632	0	NA	NA	NA	NA	NA	NA
r_1633	0	NA	NA	NA	NA	NA	NA
r_1634	0	NA	NA	NA	NA	NA	NA
r_1635	0	NA	NA	NA	NA	NA	NA
r_1636	0	NA	NA	NA	NA	NA	NA
r_1637	0	NA	NA	NA	NA	NA	NA
r_1638	0	NA	NA	NA	NA	NA	NA
r_1639	0	NA	NA	NA	NA	NA	NA
r_1640	0	NA	NA	NA	NA	NA	NA
r_1641	0	NA	NA	NA	NA	NA	NA
r_1642	0	NA	NA	NA	NA	NA	NA
r_1643	0	NA	NA	NA	NA	NA	NA
r_1644	0	NA	NA	NA	NA	NA	NA
r_1645	0	NA	NA	NA	NA	NA	NA
r_1646	0	NA	NA	NA	NA	NA	NA
r_1647	0	NA	NA	NA	NA	NA	NA
r_1648	0	NA	NA	NA	NA	NA	NA
r_1649	0	NA	NA	NA	NA	NA	NA
r_1650	0	NA	NA	NA	NA	NA	NA
r_1651	0	NA	NA	NA	NA	NA	NA
r_1652	0	NA	NA	NA	NA	NA	NA
r_1653	0	NA	NA	NA	NA	NA	NA
r_1654	0	NA	NA	NA	NA	NA	NA
r_1655	0	NA	NA	NA	NA	NA	NA
r_1656	0	NA	NA	NA	NA	NA	NA
r_1657	0	NA	NA	NA	NA	NA	NA
r_1658	0	NA	NA	NA	NA	NA	NA
r_1659	0	NA	NA	NA	NA	NA	NA
r_1660	0	NA	NA	NA	NA	NA	NA
r_1661	0	NA	NA	NA	NA	NA	NA
r_1662	0	NA	NA	NA	NA	NA	NA
r_1663	0	NA	NA	NA	NA	NA	NA
r_1664	0	NA	NA	NA	NA	NA	NA
r_1665	0	NA	NA	NA	NA	NA	NA
r_1666	0	NA	NA	NA	NA	NA	NA
r_1667	0	NA	NA	NA	NA	NA	NA
r_1668	0	NA	NA	NA	NA	NA	NA
r_1669	0	NA	NA	NA	NA	NA	NA
r_1670	0	NA	NA	NA	NA	NA	NA
r_1671	0	NA	NA	NA	NA	NA	NA
r_1672	0	NA	NA	NA	NA	NA	NA
r_1673	0	NA	NA	NA	NA	NA	NA
r_1674	0	NA	NA	NA	NA	NA	NA
r_1675	0	NA	NA	NA	NA	NA	NA
r_1676	0	NA	NA	NA	NA	NA	NA
r_1677	0	NA	NA	NA	NA	NA	NA
r_1678	0	NA	NA	NA	NA	NA	NA
r_1679	0	NA	NA	NA	NA	NA	NA
r_1680	0	NA	NA	NA	NA	NA	NA
r_1681	0	NA	NA	NA	NA	NA	NA
r_1682	0	NA	NA	NA	NA	NA	NA
r_1683	0	NA	NA	NA	NA	NA	NA
r_1684	0	NA	NA	NA	NA	NA	NA
r_1685	0	NA	NA	NA	NA	NA	NA
r_1686	0	NA	NA	NA	NA	NA	NA
r_1687	0	NA	NA	NA	NA	NA	NA
r_1688	0	NA	NA	NA	NA	NA	NA
r_1689	0	NA	NA	NA	NA	NA	NA
r_1690	0	NA	NA	NA	NA	NA	NA
r_1691	0	NA	NA	NA	NA	NA	NA
r_1692	0	NA	NA	NA	NA	NA	NA
r_1693	0	NA	NA	NA	NA	NA	NA
r_1694	0	NA	NA	NA	NA	NA	NA
r_1695	0	NA	NA	NA	NA	NA	NA
r_1696	0	NA	NA	NA	NA	NA	NA
r_1697	0	NA	NA	NA	NA	NA	NA
r_1698	0	NA	NA	NA	NA	NA	NA
r_1699	0	NA	NA	NA	NA	NA	NA
r_1700	0	NA	NA	NA	NA	NA	NA
r_1701	0	NA	NA	NA	NA	NA	NA
r_1702	0	NA	NA	NA	NA	NA	NA
r_1703	0	NA	NA	NA	NA	NA	NA
r_1704	0	NA	NA	NA	NA	NA	NA
r_1705	0	NA	NA	NA	NA	NA	NA
r_1706	0	NA	NA	NA	NA	NA	NA
r_1707	0	NA	NA	NA	NA	NA	NA
r_1708	0	NA	NA	NA	NA	NA	NA
r_1709	0	NA	NA	NA	NA	NA	NA
r_1710	0	NA	NA	NA	NA	NA	NA
r_1711	0	NA	NA	NA	NA	NA	NA
r_1712	0	NA	NA	NA	NA	NA	NA
r_1713	0	NA	NA	NA	NA	NA	NA
r_1714	0	NA	NA	NA	NA	NA	NA
r_1715	0	NA	NA	NA	NA	NA	NA
r_1716	0	NA	NA	NA	NA	NA	NA
r_1717	0	NA	NA	NA	NA	NA	NA
r_1718	0	NA	NA	NA	NA	NA	NA
r_1719	0	NA	NA	NA	NA	NA	NA
r_1720	0	NA	NA	NA	NA	NA	NA
r_1721	0	NA	NA	NA	NA	NA	NA
r_1722	0	NA	NA	NA	NA	NA	NA
r_1723	0	NA	NA	NA	NA	NA	NA
r_1724	0	NA	NA	NA	NA	NA	NA
r_1725	0	NA	NA	NA	NA	NA	NA
r_1726	0	NA	NA	NA	NA	NA	NA
r_1727	0	NA	NA	NA	NA	NA	NA
r_1728	0	NA	NA	NA	NA	NA	NA
r_1729	0	NA	NA	NA	NA	NA	NA
r_1730	0	NA	NA	NA	NA	NA	NA
r_1731	0	NA	NA	NA	NA	NA	NA
r_1732	0	NA	NA	NA	NA	NA	NA
r_1733	0	NA	NA	NA	NA	NA	NA
r_1734	0	NA	NA	NA	NA	NA	NA
r_1735	0	NA	NA	NA	NA	NA	NA
r_1736	0	NA	NA	NA	NA	NA	NA
r_1737	0	NA	NA	NA	NA	NA	NA
r_1738	0	NA	NA	NA	NA	NA	NA
r_1739	0	NA	NA	NA	NA	NA	NA
r_1740	0	NA	NA	NA	NA	NA	NA
r_1741	0	NA	NA	NA	NA	NA	NA
r_1742	0	NA	NA	NA	NA	NA	NA
r_1743	0	NA	NA	NA	NA	NA	NA
r_1744	0	NA	NA	NA	NA	NA	NA
r_1745	0	NA	NA	NA	NA	NA	NA
r_1746	0	NA	NA	NA	NA	NA	NA
r_1747	0	NA	NA	NA	NA	NA	NA
r_1748	0	NA	NA	NA	NA	NA	NA
r_1749	0	NA	NA	NA	NA	NA	NA
r_1750	0	NA	NA	NA	NA	NA	NA
r_1751	0	NA	NA	NA	NA	NA	NA
r_1752	0	NA	NA	NA	NA	NA	NA
r_1753	0	NA	NA	NA	NA	NA	NA
r_1754	0	NA	NA	NA	NA	NA	NA
r_1755	0	NA	NA	NA	NA	NA	NA
r_1756	0	NA	NA	NA	NA	NA	NA
r_1757	0	NA	NA	NA	NA	NA	NA
r_1758	0	NA	NA	NA	NA	NA	NA
r_1759	0	NA	NA	NA	NA	NA	NA
r_1760	0	NA	NA	NA	NA	NA	NA
r_1761	0	NA	NA	NA	NA	NA	NA
r_1762	0	NA	NA	NA	NA	NA	NA
r_1763	0	NA	NA	NA	NA	NA	NA
r_1764	0	NA	NA	NA	NA	NA	NA
r_1765	0	NA	NA	NA	NA	NA	NA
r_1766	0	NA	NA	NA	NA	NA	NA
r_1767	0	NA	NA	NA	NA	NA	NA
r_1768	0	NA	NA	NA	NA	NA	NA
r_1769	0	NA	NA	NA	NA	NA	NA
r_1770	0	NA	NA	NA	NA	NA	NA
r_1771	0	NA	NA	NA	NA	NA	NA
r_1772	0	NA	NA	NA	NA	NA	NA
r_1773	0	NA	NA	NA	NA	NA	NA
r_1774	0	NA	NA	NA	NA	NA	NA
r_1775	0	NA	NA	NA	NA	NA	NA
r_1776	0	NA	NA	NA	NA	NA	NA
r_1777	0	NA	NA	NA	NA	NA	NA
r_1778	0	NA	NA	NA	NA	NA	NA
r_1779	0	NA	NA	NA	NA	NA	NA
r_1780	0	NA	NA	NA	NA	NA	NA
r_1781	0	NA	NA	NA	NA	NA	NA
r_1782	0	NA	NA	NA	NA	NA	NA
r_1783	0	NA	NA	NA	NA	NA	NA
r_1784	0	NA	NA	NA	NA	NA	NA
r_1785	0	NA	NA	NA	NA	NA	NA
r_1786	0	NA	NA	NA	NA	NA	NA
r_1787	0	NA	NA	NA	NA	NA	NA
r_1788	0	NA	NA	NA	NA	NA	NA
r_1789	0	NA	NA	NA	NA	NA	NA
r_1790	0	NA	NA	NA	NA	NA	NA
r_1791	0	NA	NA	NA	NA	NA	NA
r_1792	0	NA	NA	NA	NA	NA	NA
r_1793	0	NA	NA	NA	NA	NA	NA
r_1794	0	NA	NA	NA	NA	NA	NA
r_1795	0	NA	NA	NA	NA	NA	NA
r_1796	0	NA	NA	NA	NA	NA	NA
r_1797	0	NA	NA	NA	NA	NA	NA
r_1798	0	NA	NA	NA	NA	NA	NA
r_1799	0	NA	NA	NA	NA	NA	NA
r_1800	0	NA	NA	NA	NA	NA	NA
r_1801	0	NA	NA	NA	NA	NA	NA
r_1802	0	NA	NA	NA	NA	NA	NA
r_1803	0	NA	NA	NA	NA	NA	NA
r_1804	0	NA	NA	NA	NA	NA	NA
r_1805	0	NA	NA	NA	NA	NA	NA
r_1806	0	NA	NA	NA	NA	NA	NA
r_1807	0	NA	NA	NA	NA	NA	NA
r_1808	0	NA	NA	NA	NA	NA	NA
r_1809	0	NA	NA	NA	NA	NA	NA
r_1810	0	NA	NA	NA	NA	NA	NA
r_1811	0	NA	NA	NA	NA	NA	NA
r_1812	0	NA	NA	NA	NA	NA	NA
r_1813	0	NA	NA	NA	NA	NA	NA
r_1814	0	NA	NA	NA	NA	NA	NA
r_1815	0	NA	NA	NA	NA	NA	NA
r_1816	0	NA	NA	NA	NA	NA	NA
r_1817	0	NA	NA	NA	NA	NA	NA
r_1818	0	NA	NA	NA	NA	NA	NA
r_1819	0	NA	NA	NA	NA	NA	NA
r_1820	0	NA	NA	NA	NA	NA	NA
r_1821	0	NA	NA	NA	NA	NA	NA
r_1822	0	NA	NA	NA	NA	NA	NA
r_1823	0	NA	NA	NA	NA	NA	NA
r_1824	0	NA	NA	NA	NA	NA	NA
r_1825	0	NA	NA	NA	NA	NA	NA
r_1826	0	NA	NA	NA	NA	NA	NA
r_1827	0	NA	NA	NA	NA	NA	NA
r_1828	0	NA	NA	NA	NA	NA	NA
r_1829	0	NA	NA	NA	NA	NA	NA
r_1830	0	NA	NA	NA	NA	NA	NA
r_1831	0	NA	NA	NA	NA	NA	NA
r_1832	0	NA	NA	NA	NA	NA	NA
r_1833	0	NA	NA	NA	NA	NA	NA
r_1834	0	NA	NA	NA	NA	NA	NA
r_1835	0	NA	NA	NA	NA	NA	NA
r_1836	0	NA	NA	NA	NA	NA	NA
r_1837	0	NA	NA	NA	NA	NA	NA
r_1838	0	NA	NA	NA	NA	NA	NA
r_1839	0	NA	NA	NA	NA	NA	NA
r_1840	0	NA	NA	NA	NA	NA	NA
r_1841	0	NA	NA	NA	NA	NA	NA
r_1842	0	NA	NA	NA	NA	NA	NA
r_1843	0	NA	NA	NA	NA	NA	NA
r_1844	0	NA	NA	NA	NA	NA	NA
r_1845	0	NA	NA	NA	NA	NA	NA
r_1846	0	NA	NA	NA	NA	NA	NA
r_1847	0	NA	NA	NA	NA	NA	NA
r_1848	0	NA	NA	NA	NA	NA	NA
r_1849	0	NA	NA	NA	NA	NA	NA
r_1850	0	NA	NA	NA	NA	NA	NA
r_1851	0	NA	NA	NA	NA	NA	NA
r_1852	0	NA	NA	NA	NA	NA	NA
r_1853	0	NA	NA	NA	NA	NA	NA
r_1854	0	NA	NA	NA	NA	NA	NA
r_1855	0	NA	NA	NA	NA	NA	NA
r_1856	0	NA	NA	NA	NA	NA	NA
r_1857	0	NA	NA	NA	NA	NA	NA
r_1858	0	NA	NA	NA	NA	NA	NA
r_1859	0	NA	NA	NA	NA	NA	NA
r_1860	0	NA	NA	NA	NA	NA	NA
r_1861	0	NA	NA	NA	NA	NA	NA
r_1862	0	NA	NA	NA	NA	NA	NA
r_1863	0	NA	NA	NA	NA	NA	NA
r_1864	0	NA	NA	NA	NA	NA	NA
r_1865	0	NA	NA	NA	NA	NA	NA
